season,fbref_name,fpl_name,fuzzy_score
2022-2023,Eberechi Eze,Eberechi Eze,100.0
2022-2023,Anthony Elanga,Anthony Elanga,100.0
2022-2023,Luis Díaz,Luis Díaz,100.0
2022-2023,Luis Sinisterra,Luis Díaz,86.0
2022-2023,Bobby Clark,Bobby De Cordova-Reid,86.0
2022-2023,Bobby Reid,Bobby De Cordova-Reid,86.0
2022-2023,,Alex Telles,
2022-2023,Bruno Fernandes,Bruno Guimarães Rodriguez Moura,86.0
2022-2023,Bruno Guimarães,Bruno Guimarães Rodriguez Moura,90.0
2022-2023,Lucas Moura,Bruno Guimarães Rodriguez Moura,86.0
2022-2023,Gabriel Dos Santos,Gabriel dos Santos Magalhães,90.0
2022-2023,Gabriel Jesus,Gabriel dos Santos Magalhães,86.0
2022-2023,Emerson,Emerson Palmieri dos Santos,90.0
2022-2023,Emerson Palmieri,Emerson Palmieri dos Santos,90.0
2022-2023,Martin Ødegaard,Martin Ødegaard,100.0
2022-2023,João Cancelo,João Filipe Iria Santos Moutinho,86.0
2022-2023,João Félix,João Filipe Iria Santos Moutinho,86.0
2022-2023,João Moutinho,João Filipe Iria Santos Moutinho,86.0
2022-2023,João Palhinha,João Filipe Iria Santos Moutinho,86.0
2022-2023,Ethan Pinnock,Ethan Pinnock,100.0
2022-2023,Facundo Pellistri,Facundo Pellistri Rebollo,95.0
2022-2023,Reiss Nelson,Reiss Nelson,100.0
2022-2023,Vicente Guaita,Vicente Guaita,100.0
2022-2023,James Justin,James Justin,100.0
2022-2023,Çağlar Söyüncü,Çaglar Söyüncü,93.0
2022-2023,Hugo Lloris,Hugo Lloris,100.0
2022-2023,Nick Pope,Nick Pope,100.0
2022-2023,Oliver Skipp,Oliver Skipp,100.0
2022-2023,Ryan Sessegnon,Ryan Sessegnon,100.0
2022-2023,Ashley Young,Ashley Young,100.0
2022-2023,Jeremy Sarmiento,Jeremy Sarmiento Morante,90.0
2022-2023,Philip Billing,Philip Billing,100.0
2022-2023,Maxwel Cornet,Maxwel Cornet,100.0
2022-2023,Bobby Clark,Bobby Clark,100.0
2022-2023,Amadou Onana,Amadou Onana,100.0
2022-2023,Neto,Norberto Murara Neto,90.0
2022-2023,Pedro Neto,Norberto Murara Neto,86.0
2022-2023,Joel Robles,Joel Robles,100.0
2022-2023,Mikkel Damsgaard,Mikkel Damsgaard,100.0
2022-2023,Marcos Senesi,Marcos Senesi,100.0
2022-2023,Manuel Akanji,Gonçalo Manuel Ganchinho Guedes,86.0
2022-2023,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,86.0
2022-2023,Manuel Lanzini,Gonçalo Manuel Ganchinho Guedes,86.0
2022-2023,Emmanuel Dennis,Emmanuel Dennis,100.0
2022-2023,Cheikhou Kouyaté,Cheikhou Kouyaté,100.0
2022-2023,Pervis Estupiñán,Pervis Estupiñán,100.0
2022-2023,,Alex Smithies,
2022-2023,,Harvey Davies,
2022-2023,Thilo Kehrer,Thilo Kehrer,100.0
2022-2023,,Terry Ablade,
2022-2023,Douglas Luiz,Matheus Luiz Nunes,86.0
2022-2023,Matheus Nunes,Matheus Luiz Nunes,95.0
2022-2023,Remo Freuler,Remo Freuler,100.0
2022-2023,Joseph Whitworth,Joseph Whitworth,100.0
2022-2023,Sergio Gómez,Sergio Gómez,100.0
2022-2023,Trent Alexander-Arnold,Alexander Isak,86.0
2022-2023,Alexander Isak,Alexander Isak,100.0
2022-2023,Owen Bevan,Owen Bevan,100.0
2022-2023,,Kaden Rodney,
2022-2023,Mathias Jensen,Mathias Jorgensen,90.0
2022-2023,Mathias Jørgensen,Mathias Jorgensen,94.0
2022-2023,,Claudio Gomes,
2022-2023,,Christian Saydee,
2022-2023,Evan Ferguson,Evan Ferguson,100.0
2022-2023,,Ben Knight,
2022-2023,Carlos Alcaraz,Carlos Henrique Casimiro,86.0
2022-2023,Diego Carlos,Carlos Henrique Casimiro,86.0
2022-2023,Carlos Vinícius,Carlos Henrique Casimiro,86.0
2022-2023,Lucas Paquetá,Lucas Tolentino Coelho de Lima,86.0
2022-2023,,Harvey Vale,
2022-2023,,Reece Welch,
2022-2023,Kalvin Phillips,Killian Phillips,84.0
2022-2023,,Matej Kovár,
2022-2023,Renan Lodi,Renan Augusto Lodi dos Santos,86.0
2022-2023,,Matthew Smith,
2022-2023,Juan Larios,Juan Larios López,90.0
2022-2023,,Loïc Badé,
2022-2023,Wout Faes,Wout Faes,100.0
2022-2023,Willian,Willian Borges da Silva,90.0
2022-2023,Denis Zakaria,Denis Zakaria,100.0
2022-2023,,Arthur Henrique Ramos de Oliveira Melo,
2022-2023,Antony,Antony Matheus dos Santos,90.0
2022-2023,Matheus Cunha,Antony Matheus dos Santos,86.0
2022-2023,Matheus Nunes,Antony Matheus dos Santos,86.0
2022-2023,Idrissa Gana Gueye,Idrissa Gueye,95.0
2022-2023,Layvin Kurzawa,Layvin Kurzawa,100.0
2022-2023,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,100.0
2022-2023,Pierre Højbjerg,Pierre-Emerick Aubameyang,86.0
2022-2023,Duje Ćaleta-Car,Duje Caleta-Car,93.0
2022-2023,Manuel Akanji,Manuel Akanji,100.0
2022-2023,Sasa Kalajdzic,Sasa Kalajdzic,100.0
2022-2023,Samuel Edozie,Samuel Edozie,100.0
2022-2023,Carlos Vinícius,Carlos Vinícius Alves Morais,90.0
2022-2023,,Wilfried Gnonto,
2022-2023,Ethan Nwaneri,Ethan Nwaneri,100.0
2022-2023,,Loris Karius,
2022-2023,Diego Costa,Diego Da Silva Costa,86.0
2022-2023,Boubacar Traoré,Boubacar Traoré,100.0
2022-2023,Serge Aurier,Serge Aurier,100.0
2022-2023,,Eldin Jakupovic,
2022-2023,,Lino Sousa,
2022-2023,,Lamare Bogarde,
2022-2023,,Matthew Cox,
2022-2023,,Marcus Bettinelli,
2022-2023,,Ryan Trevitt,
2022-2023,John McGinn,John-Kymani Gordon,86.0
2022-2023,John Stones,John-Kymani Gordon,86.0
2022-2023,Kyle Walker-Peters,Kyle John,86.0
2022-2023,,Stefan Parkes,
2022-2023,,Martial Godo,
2022-2023,,Sammy Braybrooke,
2022-2023,,Ed Turns,
2022-2023,,Kofi Balmer,
2022-2023,Kobbie Mainoo,Kobbie Mainoo,100.0
2022-2023,,Owen Goodman,
2022-2023,Joe Aribo,Joe Wormleighton,86.0
2022-2023,Joe Gomez,Joe Wormleighton,86.0
2022-2023,,Lewis Payne,
2022-2023,,Tristan Crama,
2022-2023,,Ryan Finnigan,
2022-2023,,Cameron Plain,
2022-2023,,Yegor Yarmolyuk,
2022-2023,Andrew Moran,Andrew Moran,100.0
2022-2023,Omari Hutchinson,Omari Hutchinson,100.0
2022-2023,,Karl Hein,
2022-2023,,Nathan Bishop,
2022-2023,Jack Colback,Jack Wells-Morrison,86.0
2022-2023,Jack Stacey,Jack Wells-Morrison,86.0
2022-2023,,James Furlong,
2022-2023,,Shola Shoretire,
2022-2023,Enzo Fernández,Mateo Joseph Fernández,86.0
2022-2023,Joseph Hodge,Mateo Joseph Fernández,86.0
2022-2023,Mateo Joseph,Mateo Joseph Fernández,90.0
2022-2023,Mateo Kovačić,Mateo Joseph Fernández,86.0
2022-2023,Kiernan Dewsbury-Hall,Lewis Hall,86.0
2022-2023,Lewis Hall,Lewis Hall,100.0
2022-2023,,Harvey Griffiths,
2022-2023,,Nathan Fraser,
2022-2023,Ben Chilwell,Ben Doak,86.0
2022-2023,Ben Doak,Ben Doak,100.0
2022-2023,,Dale Taylor,
2022-2023,Dexter Lembikisa,Dexter Lembikisa,100.0
2022-2023,,Kristian Sekularac,
2022-2023,,Sonny Perkins,
2022-2023,Thomas Cannon,Thomas Cannon,100.0
2022-2023,Morgan Gibbs-White,Jimmy Morgan,86.0
2022-2023,,Jordan Smith,
2022-2023,,Bashir Humphreys,
2022-2023,,Kadan Young,
2022-2023,Divin Mubama,Divin Mubama,100.0
2022-2023,,Rhys Bennett,
2022-2023,,Amario Cozier-Duberry,
2022-2023,,Filip Marschall,
2022-2023,David Ozoh,David Ozoh,100.0
2022-2023,David Datro Fofana,David Ozoh,86.0
2022-2023,Isaac Price,Isaac Price,100.0
2022-2023,Jack Hinshelwood,Jack Hinshelwood,100.0
2022-2023,Ellis Simms,Ellis Simms,100.0
2022-2023,Gustavo Scarpa,Gustavo Henrique Furtado Scarpa,86.0
2022-2023,,Kasey McAteer,
2022-2023,João Félix,João Félix Sequeira,90.0
2022-2023,Benoît Badiashile,Benoît Badiashile,100.0
2022-2023,David Brooks,David Datro Fofana,86.0
2022-2023,Datro Fofana,David Datro Fofana,90.0
2022-2023,David Raya,David Datro Fofana,86.0
2022-2023,David Datro Fofana,David Datro Fofana,100.0
2022-2023,Cody Gakpo,Cody Gakpo,100.0
2022-2023,,Garang Kuol,
2022-2023,Facundo Buonanotte,Facundo Buonanotte,100.0
2022-2023,Nathan Collins,Nathan Butler-Oyedeji,86.0
2022-2023,Nathan Redmond,Nathan Butler-Oyedeji,86.0
2022-2023,Matheus Cunha,Matheus Santos Carneiro Da Cunha,86.0
2022-2023,Mislav Oršić,Mislav Orsic,83.0
2022-2023,Maximilian Wöber,Maximilian Wöber,100.0
2022-2023,Álex Moreno,Alexandre Moreno Lopera,86.0
2022-2023,Carlos Alcaraz,Carlos Alcaraz,100.0
2022-2023,Mario Lemina,Mario Lemina,100.0
2022-2023,,Daniel Adu-Adjei,
2022-2023,Michael Keane,Michael Dacosta Gonzalez,86.0
2022-2023,Michael Olise,Michael Dacosta Gonzalez,86.0
2022-2023,Kevin Schade,Kevin Schade,100.0
2022-2023,Wout Weghorst,Wout Weghorst,100.0
2022-2023,Dominic Calvert-Lewin,Dominic Sadi,86.0
2022-2023,,Andrey Nascimento dos Santos,
2022-2023,,Euan Pollock,
2022-2023,Danilo,Danilo dos Santos de Oliveira,90.0
2022-2023,Georginio Rutter,Georginio Rutter,100.0
2022-2023,,Viljami Sinisalo,
2022-2023,Pablo Sarabia,Pablo Sarabia,100.0
2022-2023,Mykhailo Mudryk,Mykhailo Mudryk,100.0
2022-2023,Dango Ouattara,Dango Ouattara,100.0
2022-2023,Enzo Fernández,Enzo Fernández,100.0
2022-2023,Keylor Navas,Keylor Navas,100.0
2022-2023,Ben Doak,Ben Greenwood,86.0
2022-2023,Arnaut Danjuma,Arnaut Danjuma,100.0
2022-2023,,Sasa Lukic,
2022-2023,Matías Viña,Matías Viña,100.0
2022-2023,,Wanya Marçal-Madivadua,
2022-2023,Kamaldeen Sulemana,Kamaldeen Sulemana,100.0
2022-2023,Toti Gomes,João Victor Gomes da Silva,86.0
2022-2023,Victor Lindelöf,João Victor Gomes da Silva,86.0
2022-2023,João Moutinho,João Victor Gomes da Silva,86.0
2022-2023,João Palhinha,João Victor Gomes da Silva,86.0
2022-2023,Noni Madueke,Noni Madueke,100.0
2022-2023,,Joseph Anang,
2022-2023,Weston McKennie,Weston McKennie,100.0
2022-2023,Jakub Kiwior,Jakub Kiwior,100.0
2022-2023,Harry Souttar,Harry Souttar,100.0
2022-2023,Yasin Ayari,Yasin Ayari,100.0
2022-2023,Victor Bernth Kristiansen,Victor Kristiansen,95.0
2022-2023,Paul Onuachu,Paul Onuachu,100.0
2022-2023,,Mateus Cardoso Lemos Martins,
2022-2023,,Krisztián Hegyi,
2022-2023,Antoine Semenyo,Antoine Semenyo,100.0
2022-2023,James Bree,James Bree,100.0
2022-2023,Reece James,James Bree,81.0
2022-2023,James Tarkowski,James Bree,86.0
2022-2023,Marcel Sabitzer,Marcel Sabitzer,100.0
2022-2023,Odeluga Offiah,Odeluga Offiah,100.0
2022-2023,Illia Zabarnyi,Illia Zabarnyi,100.0
2022-2023,Hamed Junior Traorè,Hamed Traorè,86.0
2022-2023,Max Kilman,Max Kinsey-Wellings,86.0
2022-2023,Felipe,Felipe Augusto de Almeida Monteiro,90.0
2022-2023,Máximo Perrone,Máximo Perrone,100.0
2022-2023,Daniel Bentley,Daniel Bentley,100.0
2022-2023,Naouirou Ahamada,Naouirou Ahamada,100.0
2022-2023,André Ayew,André Ayew,100.0
2022-2023,Pedro Porro,Pedro Porro,100.0
2022-2023,Jhon Durán,Jhon Durán,100.0
2022-2023,,Jeremiah Chilokoa-Mullen,
2022-2023,Diogo Dalot,Diogo Pinheiro Monteiro,86.0
2022-2023,Diogo Jota,Diogo Pinheiro Monteiro,86.0
2022-2023,,Oliwier Zych,
2022-2023,,Sil Swinkels,
2022-2023,Lewis Miley,Lewis Miley,100.0
2022-2023,,Kaelan Casey,
2022-2023,,George Wickens,
2022-2023,,Charlie Robinson,
2022-2023,,George Shelvey,
2022-2023,,Romaine Mundle,
2022-2023,,Reuell Walters,
2022-2023,,Sebastian Revan,
2022-2023,Michael Olise,Michael Olakigbe,83.0
2022-2023,,James Wright,
2022-2023,,Travis Patterson,
2022-2023,George Abbott,George Abbott,100.0
2022-2023,,Marc Jurado Gomez,
2022-2023,,Tom McGill,
2022-2023,Adam Smith,Ishé Samuels-Smith,86.0
2022-2023,,Andy Lonergan,
2022-2023,,Tommi O'Reilly,
2022-2023,Cameron Peupion,Cameron Peupion,100.0
2022-2023,,Matthew Dibley-Dias,
2022-2023,,Imari Samuels,
2022-2023,Matthew Craig,Matthew Craig,100.0
2022-2023,Dominic Ballard,Dominic Ballard,100.0
2022-2023,,Nico O'Reilly,
2022-2023,,Alfie Gilchrist,
2022-2023,,Mauro Bandeira,
2022-2023,Shea Charles,Shea Charles,100.0
2022-2023,Kami Doyle,Kamari Doyle,91.0
2022-2023,,Sean McAllister,
2022-2023,,Tayo Adaramola,
2022-2023,,Ethan Wady,
2022-2023,,Alex Robertson,
2022-2023,,Mark Gillespie,
2022-2023,Samuel Amo-Ameyaw,Samuel Amo-Ameyaw,100.0
2022-2023,,Yago de Santiago Alonso,
2023-2024,,Folarin Balogun,
2023-2024,,Cédric Alves Soares,
2023-2024,,Mohamed Elneny,
2023-2024,Fábio Silva,Fábio Ferreira Vieira,86.0
2023-2024,Fabio Vieira,Fábio Ferreira Vieira,86.0
2023-2024,Gabriel Dos Santos,Gabriel dos Santos Magalhães,90.0
2023-2024,Gabriel Jesus,Gabriel dos Santos Magalhães,86.0
2023-2024,Kai Havertz,Kai Havertz,100.0
2023-2024,Kevin De Bruyne,Gabriel Fernando de Jesus,86.0
2023-2024,Gabriel Jesus,Gabriel Fernando de Jesus,86.0
2023-2024,Micky van de Ven,Gabriel Fernando de Jesus,86.0
2023-2024,Douglas Luiz,Jorge Luiz Frello Filho,86.0
2023-2024,Jakub Kiwior,Jakub Kiwior,100.0
2023-2024,Marcus Rashford,Marcus Oliveira Alencar,86.0
2023-2024,Gabriel Jesus,Gabriel Martinelli Silva,86.0
2023-2024,Martinelli,Gabriel Martinelli Silva,90.0
2023-2024,Bernardo Silva,Gabriel Martinelli Silva,86.0
2023-2024,Fábio Silva,Gabriel Martinelli Silva,86.0
2023-2024,Thiago Silva,Gabriel Martinelli Silva,86.0
2023-2024,Eddie Nketiah,Eddie Nketiah,100.0
2023-2024,Martin Ødegaard,Martin Ødegaard,100.0
2023-2024,Thomas Partey,Thomas Partey,100.0
2023-2024,,Nicolas Pépé,
2023-2024,Aaron Ramsdale,Aaron Ramsdale,100.0
2023-2024,Aaron Ramsey,Aaron Ramsdale,85.0
2023-2024,Alex Iwobi,Rúnar Alex Rúnarsson,86.0
2023-2024,Bukayo Saka,Bukayo Saka,100.0
2023-2024,William Osula,William Saliba,81.0
2023-2024,William Saliba,William Saliba,100.0
2023-2024,Willian,William Saliba,83.0
2023-2024,,Emile Smith Rowe,
2023-2024,,Kieran Tierney,
2023-2024,Takehiro Tomiyasu,Takehiro Tomiyasu,100.0
2023-2024,Leandro Trossard,Leandro Trossard,100.0
2023-2024,Ben White,Benjamin White,86.0
2023-2024,,Granit Xhaka,
2023-2024,Oleksandr Zinchenko,Oleksandr Zinchenko,100.0
2023-2024,,David Raya Martin,
2023-2024,Declan Rice,Declan Rice,100.0
2023-2024,Reiss Nelson,Reiss Nelson,100.0
2023-2024,Jurriën Timber,Jurriën Timber,100.0
2023-2024,,Karl Hein,
2023-2024,,Alexandre Moreno Lopera,
2023-2024,Leon Bailey,Leon Bailey,100.0
2023-2024,,Emiliano Buendía Stati,
2023-2024,Matty Cash,Matty Cash,100.0
2023-2024,,Calum Chambers,
2023-2024,Philippe Coutinho,Philippe Coutinho Correia,95.0
2023-2024,,Keinan Davis,
2023-2024,,Leander Dendoncker,
2023-2024,Diego Carlos,Diego Carlos Santos Silva,90.0
2023-2024,Bernardo Silva,Diego Carlos Santos Silva,86.0
2023-2024,Thiago Silva,Diego Carlos Santos Silva,86.0
2023-2024,Lucas Digne,Lucas Digne,100.0
2023-2024,Kevin De Bruyne,Douglas Luiz Soares de Paulo,86.0
2023-2024,Douglas Luiz,Douglas Luiz Soares de Paulo,90.0
2023-2024,Micky van de Ven,Douglas Luiz Soares de Paulo,86.0
2023-2024,Jhon Durán,Jhon Durán,100.0
2023-2024,,Kortney Hause,
2023-2024,Tim Ream,Tim Iroegbunam,86.0
2023-2024,Boubacar Kamara,Boubacar Kamara,100.0
2023-2024,Ezri Konsa,Ezri Konsa Ngoyo,90.0
2023-2024,Emiliano Martínez,Emiliano Martínez Romero,95.0
2023-2024,Cristian Romero,Emiliano Martínez Romero,86.0
2023-2024,John McGinn,John McGinn,100.0
2023-2024,Tyrone Mings,Tyrone Mings,100.0
2023-2024,Robin Olsen,Robin Olsen,100.0
2023-2024,Jaden Philogene Bidace,Jaden Philogene-Bidace,100.0
2023-2024,Jacob Bruun Larsen,Jacob Ramsey,86.0
2023-2024,,Morgan Sanson,
2023-2024,,Viljami Sinisalo,
2023-2024,Youri Tielemans,Youri Tielemans,100.0
2023-2024,Bertrand Traoré,Bertrand Traoré,100.0
2023-2024,Ollie Watkins,Ollie Watkins,100.0
2023-2024,Bernardo Silva,Wesley Moraes Ferreira da Silva,86.0
2023-2024,Thiago Silva,Wesley Moraes Ferreira da Silva,86.0
2023-2024,Pau Torres,Pau Torres,100.0
2023-2024,Moussa Diaby,Moussa Diaby,100.0
2023-2024,,Omari Kellyman,
2023-2024,,Filip Marschall,
2023-2024,Nicolò Zaniolo,Nicolò Zaniolo,100.0
2023-2024,,Oliwier Zych,
2023-2024,,Clément Lenglet,
2023-2024,Jaidon Anthony,Jaidon Anthony,100.0
2023-2024,Philip Billing,Philip Billing,100.0
2023-2024,David Brooks,David Brooks,100.0
2023-2024,Ryan Christie,Ryan Christie,100.0
2023-2024,Lewis Cook,Lewis Cook,100.0
2023-2024,Keane Lewis-Potter,Lewis Cook,86.0
2023-2024,,Siriki Dembélé,
2023-2024,Ryan Yates,Ryan Fredericks,86.0
2023-2024,James Hill,James Hill,100.0
2023-2024,James Tarkowski,James Hill,86.0
2023-2024,James Ward-Prowse,James Hill,86.0
2023-2024,Lloyd Kelly,Lloyd Kelly,100.0
2023-2024,,Gavin Kilkenny,
2023-2024,Justin Kluivert,Justin Kluivert,100.0
2023-2024,,Jamal Lowe,
2023-2024,,Emiliano Marcondes,
2023-2024,Chris Mepham,Chris Mepham,100.0
2023-2024,Kieffer Moore,Kieffer Moore,100.0
2023-2024,Neto,Norberto Murara Neto,90.0
2023-2024,Pedro Neto,Norberto Murara Neto,86.0
2023-2024,,Dango Ouattara,
2023-2024,Ben Mee,Ben Pearson,86.0
2023-2024,,Darren Randolph,
2023-2024,Joe Rothwell,Joe Rothwell,100.0
2023-2024,Antoine Semenyo,Antoine Semenyo,100.0
2023-2024,Marcos Senesi,Marcos Senesi,100.0
2023-2024,,Adam Smith,
2023-2024,Dominic Solanke,Dominic Solanke,100.0
2023-2024,Marcus Tavernier,Marcus Tavernier,100.0
2023-2024,Hamed Junior Traorè,Hamed Traorè,86.0
2023-2024,,Mark Travers,
2023-2024,Illia Zabarnyi,Illia Zabarnyi,100.0
2023-2024,Milos Kerkez,Milos Kerkez,100.0
2023-2024,,Ionuț Radu,
2023-2024,Ben Doak,Ben Greenwood,86.0
2023-2024,Ben Mee,Ben Greenwood,86.0
2023-2024,Max Aarons,Max Aarons,100.0
2023-2024,Scott McTominay,Alex Scott,86.0
2023-2024,,Tyler Adams,
2023-2024,Luis Díaz,Luis Sinisterra,86.0
2023-2024,Kristoffer Ajer,Kristoffer Ajer,100.0
2023-2024,,Ellery Balcombe,
2023-2024,Shandon Baptiste,Shandon Baptiste,100.0
2023-2024,,Mads Bech Sørensen,
2023-2024,,Mads Bidstrup,
2023-2024,,Sergi Canós Tenés,
2023-2024,Nathan Collins,Nathan Collins,100.0
2023-2024,,Matthew Cox,
2023-2024,Mikkel Damsgaard,Mikkel Damsgaard,100.0
2023-2024,Josh Dasilva,Josh Dasilva,100.0
2023-2024,,Halil Dervişoğlu,
2023-2024,Mark Flekken,Mark Flekken,100.0
2023-2024,,Charlie Goode,
2023-2024,Rico Henry,Rico Henry,100.0
2023-2024,Aaron Hickey,Aaron Hickey,100.0
2023-2024,Vitaly Janelt,Vitaly Janelt,100.0
2023-2024,Mathias Jensen,Mathias Jensen,100.0
2023-2024,Mathias Jørgensen,Mathias Jensen,90.0
2023-2024,Lewis Cook,Keane Lewis-Potter,86.0
2023-2024,Lewis Dobbin,Keane Lewis-Potter,86.0
2023-2024,Lewis Dunk,Keane Lewis-Potter,86.0
2023-2024,Rico Lewis,Keane Lewis-Potter,86.0
2023-2024,Keane Lewis-Potter,Keane Lewis-Potter,100.0
2023-2024,Bryan Mbeumo,Bryan Mbeumo,100.0
2023-2024,Anis Ben Slimane,Ben Mee,86.0
2023-2024,Ben Chilwell,Ben Mee,86.0
2023-2024,Ben Godfrey,Ben Mee,86.0
2023-2024,Ben Mee,Ben Mee,100.0
2023-2024,Christian Nørgaard,Christian Nørgaard,100.0
2023-2024,Frank Onyeka,Frank Onyeka,100.0
2023-2024,Ethan Pinnock,Ethan Pinnock,100.0
2023-2024,Mads Roerslev,Mads Roerslev Rasmussen,90.0
2023-2024,Kevin Schade,Kevin Schade,100.0
2023-2024,,Thomas Strakosha,
2023-2024,,Ivan Toney,
2023-2024,,Ryan Trevitt,
2023-2024,Yoane Wissa,Yoane Wissa,100.0
2023-2024,,Yegor Yarmolyuk,
2023-2024,Mathias Jensen,Mathias Jorgensen,90.0
2023-2024,Mathias Jørgensen,Mathias Jorgensen,94.0
2023-2024,Neal Maupay,Neal Maupay,100.0
2023-2024,Michael Olakigbe,Michale Olakigbe,94.0
2023-2024,,Ethan Brierley,
2023-2024,,Saman Ghoddos,
2023-2024,Simon Adingra,Simon Adingra,100.0
2023-2024,,Steven Alzate,
2023-2024,,Yasin Ayari,
2023-2024,,Facundo Buonanotte,
2023-2024,,Aaron Connolly,
2023-2024,Mahmoud Dahoud,Mahmoud Dahoud,100.0
2023-2024,Lewis Dunk,Lewis Dunk,100.0
2023-2024,Keane Lewis-Potter,Lewis Dunk,86.0
2023-2024,Julio César Enciso,Julio Enciso,86.0
2023-2024,Pervis Estupiñán,Pervis Estupiñán,100.0
2023-2024,Evan Ferguson,Evan Ferguson,100.0
2023-2024,Billy Gilmour,Billy Gilmour,100.0
2023-2024,Pascal Groß,Pascal Groß,100.0
2023-2024,João Gomes,João Pedro Junqueira de Jesus,86.0
2023-2024,João Pedro,João Pedro Junqueira de Jesus,90.0
2023-2024,Pedro Neto,João Pedro Junqueira de Jesus,86.0
2023-2024,João Palhinha,João Pedro Junqueira de Jesus,86.0
2023-2024,Pedro Porro,João Pedro Junqueira de Jesus,86.0
2023-2024,,Michał Karbownik,
2023-2024,,Kacper Kozłowski,
2023-2024,Adam Lallana,Adam Lallana,100.0
2023-2024,Tariq Lamptey,Tariq Lamptey,100.0
2023-2024,Solly March,Solly March,100.0
2023-2024,,Tom McGill,
2023-2024,James Milner,James Milner,100.0
2023-2024,Kaoru Mitoma,Kaoru Mitoma,100.0
2023-2024,,Jakub Moder,
2023-2024,Jeremy Doku,Jeremy Sarmiento Morante,86.0
2023-2024,,Kjell Scherpen,
2023-2024,Jason Steele,Jason Steele,100.0
2023-2024,,Deniz Undav,
2023-2024,Jan Paul van Hecke,Jan Paul van Hecke,100.0
2023-2024,Joël Veltman,Joël Veltman,100.0
2023-2024,Bart Verbruggen,Bart Verbruggen,100.0
2023-2024,Adam Webster,Adam Webster,100.0
2023-2024,Danny Welbeck,Danny Welbeck,100.0
2023-2024,,Andi Zeqiri,
2023-2024,Julio César Enciso,Igor Julio dos Santos de Paulo,86.0
2023-2024,Gabriel Dos Santos,Igor Julio dos Santos de Paulo,86.0
2023-2024,Jack Cork,Jack Hinshelwood,86.0
2023-2024,,Carlos Baleba,
2023-2024,Fabio Vieira,Anssumane Fati Vieira,86.0
2023-2024,,Enock Agyei,
2023-2024,Ameen Al-Dakhil,Ameen Al-Dakhil,100.0
2023-2024,,Samuel Bastien,
2023-2024,Manuel Akanji,Manuel Benson Hedilazio,86.0
2023-2024,Benson Manuel,Manuel Benson Hedilazio,86.0
2023-2024,Jordan Beyer,Jordan Beyer,100.0
2023-2024,Josh Brownhill,Josh Brownhill,100.0
2023-2024,,Darko Churlinov,
2023-2024,Jack Cork,Jack Cork,100.0
2023-2024,,Dara Costelloe,
2023-2024,Josh Cullen,Josh Cullen,100.0
2023-2024,,CJ Egan-Riley,
2023-2024,,Hjalmar Ekdal,
2023-2024,Lyle Foster,Lyle Foster,100.0
2023-2024,,Denis Franchi,
2023-2024,Jóhann Berg Guðmundsson,Jóhann Berg Gudmundsson,96.0
2023-2024,,Luke McNally,
2023-2024,,Arijanet Muric,
2023-2024,Dara O'Shea,Dara O'Shea,100.0
2023-2024,,Michael Obafemi,
2023-2024,Leon Bailey,Bailey Peacock-Farrell,86.0
2023-2024,Connor Roberts,Connor Roberts,100.0
2023-2024,Rodri,Jay Rodriguez,90.0
2023-2024,Jay Rodriguez,Jay Rodriguez,100.0
2023-2024,,Charlie Taylor,
2023-2024,,Bobby Thomas,
2023-2024,,Scott Twine,
2023-2024,,Lawrence Vigouroux,
2023-2024,,Victor da Silva,
2023-2024,,Wout Weghorst,
2023-2024,Anass Zaroury,Anass Zaroury,100.0
2023-2024,Sander Berge,Sander Berge,100.0
2023-2024,Zeki Amdouni,Zeki Amdouni,100.0
2023-2024,James Trafford,James Trafford,100.0
2023-2024,Nathan Redmond,Nathan Redmond,100.0
2023-2024,Luca Koleosho,Luca Koleosho,100.0
2023-2024,Jacob Brown,Jacob Bruun Larsen,86.0
2023-2024,Jacob Bruun Larsen,Jacob Bruun Larsen,100.0
2023-2024,Jacob Murphy,Jacob Bruun Larsen,86.0
2023-2024,,Owen Dodgson,
2023-2024,,Wilson Odobert,
2023-2024,Hannes Delcroix,Hannes Delcroix,100.0
2023-2024,Aaron Ramsdale,Aaron Ramsey,85.0
2023-2024,Aaron Ramsey,Aaron Ramsey,100.0
2023-2024,,Han-Noah Massengo,
2023-2024,,Mike Trésor,
2023-2024,Moisés Caicedo,Moisés Caicedo Corozo,90.0
2023-2024,Robert Sánchez,Robert Sánchez,100.0
2023-2024,,Ethan Ampadu,
2023-2024,,Kepa Arrizabalaga,
2023-2024,Pierre Højbjerg,Pierre-Emerick Aubameyang,86.0
2023-2024,,César Azpilicueta,
2023-2024,,Abdul Rahman Baba,
2023-2024,,Benoît Badiashile,
2023-2024,,Marcus Bettinelli,
2023-2024,,Armando Broja,
2023-2024,,Trevoh Chalobah,
2023-2024,Ben Chilwell,Ben Chilwell,100.0
2023-2024,Ben Doak,Ben Chilwell,86.0
2023-2024,Carney Chukwuemeka,Carney Chukwuemeka,100.0
2023-2024,Levi Colwill,Levi Colwill,100.0
2023-2024,Marc Guéhi,Marc Cucurella Saseta,86.0
2023-2024,Enzo Fernández,Enzo Fernández,100.0
2023-2024,David Brooks,David Datro Fofana,86.0
