season,fbref_name,fpl_name,fuzzy_score
2020-2021,Richarlison,Richarlison de Andrade,90.0
2020-2021,Roberto Firmino,Roberto Firmino,100.0
2020-2021,,Roberto Jimenez Gago,
2020-2021,Robert Snodgrass,Robert Snodgrass,100.0
2020-2021,Robin Koch,Robin Koch,100.0
2020-2021,Rob Holding,Rob Holding,100.0
2020-2021,Rodri,Rodrigo Moreno,90.0
2020-2021,Rodrigo,Rodrigo Moreno,90.0
2020-2021,,Rolando Aarons,
2020-2021,Romaine Sawyers,Romaine Sawyers,100.0
2020-2021,Romain Saïss,Romain Saïss,100.0
2020-2021,Ross Barkley,Ross Barkley,100.0
2020-2021,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100.0
2020-2021,Pedro Neto,Rui Pedro dos Santos Patrício,86.0
2020-2021,Rui Patrício,Rui Pedro dos Santos Patrício,86.0
2020-2021,,Ryan Bennett,
2020-2021,Ryan Bertrand,Ryan Bertrand,100.0
2020-2021,Ryan Fraser,Ryan Fraser,100.0
2020-2021,Fred,Ryan Fredericks,90.0
2020-2021,Ryan Fredericks,Ryan Fredericks,100.0
2020-2021,,Ryan Sessegnon,
2020-2021,Rúben Dias,Rúben Diogo da Silva Neves,86.0
2020-2021,Diogo Jota,Rúben Diogo da Silva Neves,86.0
2020-2021,Rúben Neves,Rúben Diogo da Silva Neves,86.0
2020-2021,Rúben Vinagre,Rúben Diogo da Silva Neves,86.0
2020-2021,Rúben Dias,Rúben Gonçalo Silva Nascimento Vinagre,86.0
2020-2021,Rúben Neves,Rúben Gonçalo Silva Nascimento Vinagre,86.0
2020-2021,Rúben Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,86.0
2020-2021,Sadio Mané,Sadio Mané,100.0
2020-2021,Sam Field,Sam Field,100.0
2020-2021,Sam Johnstone,Sam Johnstone,100.0
2020-2021,,Sam Woods,
2020-2021,Sander Berge,Sander Berge,100.0
2020-2021,Scott Dann,Scott Dann,100.0
2020-2021,Scott McTominay,Scott Dann,86.0
2020-2021,Sead Kolašinac,Sead Kolasinac,93.0
2020-2021,Séamus Coleman,Seamus Coleman,93.0
2020-2021,Sean Longstaff,Sean Longstaff,100.0
2020-2021,Serge Aurier,Serge Aurier,100.0
2020-2021,,Shane Duffy,
2020-2021,Shane Long,Shane Long,100.0
2020-2021,Shkodran Mustafi,Shkodran Mustafi,100.0
2020-2021,,Simon Moore,
2020-2021,,Sofiane Boufal,
2020-2021,,Sokratis Papastathopoulos,
2020-2021,,Solomon March,
2020-2021,,Stefan Johansen,
2020-2021,Steven Alzate,Steven Alzate,100.0
2020-2021,Steven Bergwijn,Steven Bergwijn,100.0
2020-2021,Stuart Armstrong,Stuart Armstrong,100.0
2020-2021,Stuart Dallas,Stuart Dallas,100.0
2020-2021,Sébastien Haller,Sébastien Haller,100.0
2020-2021,Takumi Minamino,Takumi Minamino,100.0
2020-2021,Tammy Abraham,Tammy Abraham,100.0
2020-2021,Tanguy Ndombele,Tanguy Ndombele,100.0
2020-2021,Tariq Lamptey,Tariq Lamptey,100.0
2020-2021,Theo Walcott,Theo Walcott,100.0
2020-2021,Thiago Alcántara,Thiago Thiago,95.0
2020-2021,Thiago Silva,Thiago Thiago,95.0
2020-2021,Timothy Castagne,Timothy Castagne,100.0
2020-2021,Timo Werner,Timo Werner,100.0
2020-2021,Tim Ream,Tim Ream,100.0
2020-2021,Toby Alderweireld,Toby Alderweireld,100.0
2020-2021,,Tomas Soucek,
2020-2021,Tom Cairney,Tom Cairney,100.0
2020-2021,Tom Davies,Tom Davies,100.0
2020-2021,Trent Alexander-Arnold,Trent Alexander-Arnold,100.0
2020-2021,Tyler Roberts,Tyler Roberts,100.0
2020-2021,Tyrick Mitchell,Tyrick Mitchell,100.0
2020-2021,Vicente Guaita,Vicente Guaita,100.0
2020-2021,Virgil van Dijk,Virgil van Dijk,100.0
2020-2021,,Vitor Ferreira,
2020-2021,,Wayne Hennessey,
2020-2021,Wes Morgan,Wes Foderingham,86.0
2020-2021,Wes Morgan,Wes Morgan,100.0
2020-2021,Fred,Wilfred Ndidi,90.0
2020-2021,Wilfred Ndidi,Wilfred Ndidi,100.0
2020-2021,Wilfried Zaha,Wilfried Zaha,100.0
2020-2021,Willian,William Saliba,83.0
2020-2021,William Smallbone,William Smallbone,100.0
2020-2021,Willian José,Willian Borges Da Silva,86.0
2020-2021,Willian,Willian Borges Da Silva,90.0
2020-2021,Willy Boly,Willy Boly,100.0
2020-2021,Willy Caballero,Willy Boly,86.0
2020-2021,Willy Boly,Willy Caballero,86.0
2020-2021,Willy Caballero,Willy Caballero,100.0
2020-2021,Xherdan Shaqiri,Xherdan Shaqiri,100.0
2020-2021,Yan Valery,Yan Valery,100.0
2020-2021,Valery,Yan Valery,90.0
2020-2021,Yerry Mina,Yerry Mina,100.0
2020-2021,,Yoshinori Muto,
2020-2021,Youri Tielemans,Youri Tielemans,100.0
2020-2021,Yves Bissouma,Yves Bissouma,100.0
2020-2021,Steven Alzate,Zeze Steven Sessegnon,86.0
2020-2021,Çağlar Söyüncü,Çaglar Söyüncü,93.0
2020-2021,Aaron Wan-Bissaka,Aaron Wan-Bissaka,100.0
2020-2021,Adrián,Adrián Bernabé,90.0
2020-2021,Ahmed Elmohamady,Ahmed El Mohamady,97.0
2020-2021,,Andreas Pereira,
2020-2021,Anthony Elanga,Anthony Driscoll-Glennon,86.0
2020-2021,Anthony Gordon,Anthony Driscoll-Glennon,86.0
2020-2021,Anthony Martial,Anthony Driscoll-Glennon,86.0
2020-2021,Anthony Martial,Anthony Martial,100.0
2020-2021,Anwar El Ghazi,Anwar El Ghazi,100.0
2020-2021,Ashley Barnes,Ashley Barnes,100.0
2020-2021,Ashley Westwood,Ashley Westwood,100.0
2020-2021,Axel Tuanzebe,Axel Tuanzebe,100.0
2020-2021,Aymeric Laporte,Aymeric Laporte,100.0
2020-2021,Bailey Peacock-Farrell,Bailey Peacock-Farrell,100.0
2020-2021,Benjamin Mendy,Benjamin Mendy,100.0
2020-2021,,Ben Gibson,
2020-2021,Ben Chilwell,Ben Mee,86.0
2020-2021,Ben Godfrey,Ben Mee,86.0
2020-2021,Ben Johnson,Ben Mee,86.0
2020-2021,Ben Mee,Ben Mee,100.0
2020-2021,Bernard,Bernardo Mota Veiga de Carvalho e Silva,90.0
2020-2021,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,90.0
2020-2021,,Bjorn Engels,
2020-2021,William Thomas Fish,Bobby Thomas,86.0
2020-2021,Brandon Williams,Brandon Williams,100.0
2020-2021,Branislav Ivanović,Branislav Ivanovic,94.0
2020-2021,Miguel Almirón,Bruno Miguel Borges Fernandes,86.0
2020-2021,Charlie Taylor,Charlie Taylor,100.0
2020-2021,,Chris Smalling,
2020-2021,Chris Wood,Chris Wood,100.0
2020-2021,,Claudio Bravo,
2020-2021,Conor Hourihane,Conor Hourihane,100.0
2020-2021,Daniel James,Daniel James,100.0
2020-2021,David de Gea,David de Gea,100.0
2020-2021,Ederson,Dean Henderson,83.0
2020-2021,Dean Henderson,Dean Henderson,100.0
2020-2021,Jordan Henderson,Dean Henderson,87.0
2020-2021,Donny van de Beek,Donny van de Beek,100.0
2020-2021,Douglas Luiz,Douglas Luiz Soares de Paulo,90.0
2020-2021,Cédric Soares,Douglas Luiz Soares de Paulo,86.0
2020-2021,Dwight McNeil,Dwight McNeil,100.0
2020-2021,Ederson,Ederson Santana de Moraes,90.0
2020-2021,Wesley Moraes,Ederson Santana de Moraes,86.0
2020-2021,,Elia Caprile,
2020-2021,Eric Bailly,Eric Bailly,100.0
2020-2021,Eric García,Eric Garcia,91.0
2020-2021,Erik Pieters,Erik Pieters,100.0
2020-2021,Ezri Konsa,Ezri Konsa Ngoyo,90.0
2020-2021,,Fernando Luiz Rosa,
2020-2021,Ferrán Torres,Ferran Torres,92.0
2020-2021,Rodri,Frederico Rodrigues de Paula Santos,90.0
2020-2021,,Frédéric Guilbert,
2020-2021,Gabriel Jesus,Gabriel Fernando de Jesus,86.0
2020-2021,Fernando Marçal,Gabriel Fernando de Jesus,86.0
2020-2021,Harry Maguire,Harry Maguire,100.0
2020-2021,,Henri Lansbury,
2020-2021,İlkay Gündoğan,Ilkay Gündogan,93.0
2020-2021,,Indiana Vassilev,
2020-2021,Jack Cork,Jack Cork,100.0
2020-2021,Jack O'Connell,Jack Cork,86.0
2020-2021,Jack Grealish,Jack Grealish,100.0
2020-2021,Reece James,James Bree,81.0
2020-2021,James Rodríguez,James Bree,86.0
2020-2021,James Tarkowski,James Bree,86.0
2020-2021,,James Garner,
2020-2021,James Tarkowski,James Tarkowski,100.0
2020-2021,Jay Rodriguez,Jay Rodriguez,100.0
2020-2021,,Jed Steer,
2020-2021,Jesse Lingard,Jesse Lingard,100.0
2020-2021,Jimmy Dunne,Jimmy Dunne,100.0
2020-2021,Jóhann Berg Guðmundsson,Johann Berg Gudmundsson,91.0
2020-2021,John McGinn,John McGinn,100.0
2020-2021,John Stones,John Stones,100.0
2020-2021,Josh Benson,Josh Benson,100.0
2020-2021,Josh Brownhill,Josh Brownhill,100.0
2020-2021,Josh Maja,Josh Brownhill,86.0
2020-2021,José Izquierdo,José Diogo Dalot Teixeira,86.0
2020-2021,Willian José,José Diogo Dalot Teixeira,86.0
2020-2021,Diogo Jota,José Diogo Dalot Teixeira,86.0
2020-2021,José Izquierdo,José Ignacio Peleteiro Romallo,86.0
2020-2021,João Cancelo,João Pedro Cavaco Cancelo,86.0
2020-2021,João Moutinho,João Pedro Cavaco Cancelo,86.0
2020-2021,Pedro Neto,João Pedro Cavaco Cancelo,86.0
2020-2021,João Virgínia,João Pedro Cavaco Cancelo,86.0
2020-2021,Juan Mata,Juan Mata,100.0
2020-2021,Keinan Davis,Keinan Davis,100.0
2020-2021,Kevin De Bruyne,Kevin De Bruyne,100.0
2020-2021,Kevin Long,Kevin De Bruyne,86.0
2020-2021,Kevin Long,Kevin Long,100.0
2020-2021,Kortney Hause,Kortney Hause,100.0
2020-2021,Kyle Walker,Kyle Walker,100.0
2020-2021,Kyle Walker-Peters,Kyle Walker,90.0
2020-2021,Liam Delap,Liam Delap,100.0
2020-2021,Luke Shaw,Luke Shaw,100.0
2020-2021,Ahmed Elmohamady,Mahmoud Ahmed Ibrahim Hassan,86.0
2020-2021,Ahmed Hegazi,Mahmoud Ahmed Ibrahim Hassan,86.0
2020-2021,,Marcos Rojo,
2020-2021,Marcus Rashford,Marcus Rashford,100.0
2020-2021,Marvelous Nakamba,Marvelous Nakamba,100.0
2020-2021,Mason Greenwood,Mason Greenwood,100.0
2020-2021,Matěj Vydra,Matej Vydra,91.0
2020-2021,,Mateusz Bogusz,
2020-2021,Matty Cash,Matthew Cash,82.0
2020-2021,Matthew Lowton,Matthew Lowton,100.0
2020-2021,Matt Targett,Matt Targett,100.0
2020-2021,,Mbwana Samatta,
2020-2021,Nathan Aké,Nathan Aké,100.0
2020-2021,Nathan Broadhead,Nathan Aké,86.0
2020-2021,Neil Taylor,Neil Taylor,100.0
2020-2021,Nemanja Matić,Nemanja Matic,92.0
2020-2021,Nick Pope,Nick Pope,100.0
2020-2021,,Nicolás Otamendi,
2020-2021,Odion Ighalo,Odion Ighalo,100.0
2020-2021,Oleksandr Zinchenko,Oleksandr Zinchenko,100.0
2020-2021,Ollie Watkins,Ollie Watkins,100.0
2020-2021,Paul Pogba,Paul Pogba,100.0
2020-2021,Phil Bardsley,Phil Bardsley,100.0
2020-2021,Phil Foden,Phil Foden,100.0
2020-2021,,Phil Jones,
2020-2021,Raheem Sterling,Raheem Sterling,100.0
2020-2021,Riyad Mahrez,Riyad Mahrez,100.0
2020-2021,Robbie Brady,Robbie Brady,100.0
2020-2021,Rodrigo,Rodrigo Hernandez,90.0
2020-2021,,Ryan Inniss,
2020-2021,Scott Dann,Scott McTominay,86.0
2020-2021,Scott McTominay,Scott McTominay,100.0
2020-2021,Sergio Agüero,Sergio Agüero,100.0
2020-2021,,Sergio Romero,
2020-2021,,Tahith Chong,
2020-2021,,Teden Mengi,
2020-2021,Thiago Alcántara,Thiago Alcántara do Nascimento,90.0
2020-2021,Timothy Fosu-Mensah,Timothy Fosu-Mensah,100.0
2020-2021,,Tommy Doyle,
2020-2021,,Tom Heaton,
2020-2021,Tyrone Mings,Tyrone Mings,100.0
2020-2021,Victor Lindelöf,Victor Lindelöf,100.0
2020-2021,Wesley Moraes,Wesley Moraes,100.0
2020-2021,Zack Steffen,Zack Steffen,100.0
2020-2021,,Ørjan Nyland,
2020-2021,Bertrand Traoré,Bertrand Traoré,100.0
2020-2021,Cengiz Ünder,Cengiz Ünder,100.0
2020-2021,,Cole Palmer,
2020-2021,Conor Gallagher,Conor Gallagher,100.0
2020-2021,Diego Llorente,Diego Llorente,100.0
2020-2021,Edouard Mendy,Edouard Mendy,100.0
2020-2021,Gareth Bale,Gareth Bale,100.0
2020-2021,Jacob Ramsey,Jacob Ramsey,100.0
2020-2021,Jayson Molumby,Jayson Molumby,100.0
2020-2021,Ki-Jana Hoever,Ki-Jana Hoever,100.0
2020-2021,,Mace Goodridge,
2020-2021,,Meritan Shabani,
2020-2021,Nélson Semedo,Nélson Cabral Semedo,86.0
2020-2021,Rúnar Alex Rúnarsson,Rúnar Alex Rúnarsson,100.0
2020-2021,Alex Iwobi,Rúnar Alex Rúnarsson,86.0
2020-2021,Alex McCarthy,Rúnar Alex Rúnarsson,86.0
2020-2021,Alex Telles,Rúnar Alex Rúnarsson,86.0
2020-2021,Sergio Reguilón,Sergio Reguilón,100.0
2020-2021,Ademola Lookman,Ademola Lookman,100.0
2020-2021,Caoimhín Kelleher,Caoimhin Kelleher,94.0
2020-2021,Filip Krovinović,Filip Krovinovic,94.0
2020-2021,Niels Nkounkou,Niels Nkounkou,100.0
2020-2021,Ola Aina,Ola Aina,100.0
2020-2021,Rúben Dias,Rúben Santos Gato Alves Dias,86.0
2020-2021,Rúben Vinagre,Rúben Santos Gato Alves Dias,86.0
2020-2021,Vladimír Coufal,Vladimir Coufal,93.0
2020-2021,Wesley Fofana,Wesley Fofana,100.0
2020-2021,Alex Telles,Alex Nicolao Telles,86.0
2020-2021,Andi Zeqiri,Andi Zeqiri,100.0
2020-2021,Ben Godfrey,Ben Godfrey,100.0
2020-2021,Ben Mee,Ben Godfrey,86.0
2020-2021,Carlos Vinícius,Carlos Vinicius Alves Morais,86.0
2020-2021,Craig Dawson,Craig Dawson,100.0
2020-2021,Edinson Cavani,Edinson Cavani,100.0
2020-2021,,Facundo Pellistri,
2020-2021,Ibrahima Diallo,Ibrahima Diallo,100.0
2020-2021,Islam Slimani,Islam Slimani,100.0
2020-2021,Joachim Andersen,Joachim Andersen,100.0
2020-2021,Karlan Grant,Karlan Grant,100.0
2020-2021,,Michael Verrips,
2020-2021,Nathaniel Clyne,Nathaniel Clyne,100.0
2020-2021,Owen Otasowie,Owen Otasowie,100.0
2020-2021,,Raphael Dias Belloli,
2020-2021,Rayan Aït Nouri,Rayan Ait Nouri,93.0
2020-2021,Robin Olsen,Robin Olsen,100.0
2020-2021,,Stephen Henderson,
2020-2021,Thomas Partey,Thomas Partey,100.0
2020-2021,Tosin Adarabioyo,Tosin Adarabioyo,100.0
2020-2021,Will Norris,Will Norris,100.0
2020-2021,Danny Welbeck,Danny Welbeck,100.0
2020-2021,Nathaniel Phillips,Nathaniel Phillips,100.0
2020-2021,Jack Butland,Jack Butland,100.0
2020-2021,Terence Kongolo,Terence Kongolo,100.0
2020-2021,Joe Rodon,Joe Rodon,100.0
2020-2021,Dan Nlundulu,Daniel N'Lundulu,86.0
2020-2021,Saïd Benrahma,Saïd Benrahma,100.0
2020-2021,,James Trafford,
2020-2021,Max Lowe,Max Thompson,86.0
2020-2021,Robert Sánchez,Robert Sánchez,100.0
2020-2021,Robert Sanchez,Robert Sánchez,93.0
2020-2021,Rhys Williams,Rhys Williams,100.0
2020-2021,,Ellis Simms,
2020-2021,,Karlo Ziger,
2020-2021,Lewis Dunk,Lewis Richardson,86.0
2020-2021,Lewis Richardson,Lewis Richardson,100.0
2020-2021,Lee Peltier,Lee Peltier,100.0
2020-2021,,Jack Jenkins,
2020-2021,Kayne Ramsey,Kayne Ramsay,92.0
2020-2021,,Leighton Clarkson,
2020-2021,Kean Bryan,Kean Bryan,100.0
2020-2021,Elliot Anderson,Elliot Anderson,100.0
2020-2021,,Lee Grant,
2020-2021,,Daniel Langley,
2020-2021,,Faustino Anjorin,
2020-2021,Jake Livermore,Jake Cain,86.0
2020-2021,Theo Corbeanu,Theo Corbeanu,100.0
2020-2021,,Felix Nmecha,
2020-2021,Scott Carson,Scott Carson,100.0
2020-2021,,Taylor Perry,
2020-2021,,Luke Cundle,
2020-2021,Joel Mumbongo,Joel Mumbongo,100.0
2020-2021,,Anthony Mancini,
2020-2021,,Christian Marques,
2020-2021,Lewis Richardson,Lewis Richards,93.0
2020-2021,Niall Huggins,Niall Huggins,100.0
2020-2021,,Kgaogelo Chauke,
2020-2021,,Cheikh Diaby,
2020-2021,Harry Winks,Harry Lewis,82.0
2020-2021,,Andreas Söndergaard,
2020-2021,Antwoine Hackford,Antwoine Hackford,100.0
2020-2021,,Luke Mbete,
2020-2021,,Charlie Cresswell,
2020-2021,Charlie Taylor,Taylor Harwood-Bellis,86.0
2020-2021,Neil Taylor,Taylor Harwood-Bellis,86.0
2020-2021,,Teddy Jenks,
2020-2021,Jakub Moder,Jakub Moder,100.0
2020-2021,,Max Sanders,
2020-2021,Percy Tau,Percy Tau,100.0
2020-2021,Reda Khadra,Reda Khadra,100.0
2020-2021,,Jensen Weir,
2020-2021,Patrick Cutrone,Patrick Cutrone,100.0
2020-2021,,Nigel Lonwijk,
2020-2021,,Andy Lonergan,
2020-2021,,Will Ferry,
2020-2021,,Ademipo Odubeko,
2020-2021,Allan Tchaptchet,Allan Tchaptchet,100.0
2020-2021,Fred,Frederik Alves,90.0
2020-2021,Caleb Watts,Caleb Watts,100.0
2020-2021,,Tyler Onyango,
2020-2021,Jean-Philippe Mateta,Jean-Philippe Mateta,100.0
2020-2021,Alexandre Jankewitz,Alexandre Jankewitz,100.0
2020-2021,Amad Diallo,Amad Diallo,100.0
2020-2021,Willian José,Willian José Da Silva,90.0
2020-2021,Willian,Willian José Da Silva,90.0
2020-2021,,Kyron Gordon,
2020-2021,,Alfie Devine,
2020-2021,Martin Ødegaard,Martin Ødegaard,100.0
2020-2021,Morgan Sanson,Morgan Sanson,100.0
2020-2021,Mbaye Diagne,Mbaye Diagne,100.0
2020-2021,,Hugo Bueno,
2020-2021,Ozan Kabak,Ozan Kabak,100.0
2020-2021,,Richard Nartey,
2020-2021,,Michal Karbownik,
2020-2021,Joshua King,Joshua King,100.0
2020-2021,Iliman Ndiaye,Iliman Ndiaye,100.0
2020-2021,,Vontae Daley-Campbell,
2020-2021,,Thomas McGill,
2020-2021,,Claudio Gomes,
2020-2021,,Zak Brunt,
2020-2021,Okay Yokuşlu,Okay Yokuslu,92.0
2020-2021,,Ryan Finnigan,
2020-2021,,Thakgalo Leshabela,
2020-2021,,Moisés Caicedo,
2020-2021,Dane Scarlett,Dane Scarlett,100.0
2020-2021,Josh Brownhill,Josh Maja,86.0
2020-2021,Josh Maja,Josh Maja,100.0
2020-2021,,Joe Gelhardt,
2020-2021,,Jamal Baptiste,
2020-2021,,Conor Coventry,
2020-2021,,Frankie Maguire,
2020-2021,Shola Shoretire,Shola Shoretire,100.0
2020-2021,,Kaine Hayden,
2020-2021,Carney Chukwuemeka,Carney Chukwuemeka,100.0
2020-2021,,Ryan Astley,
2020-2021,John Lundstram,Kyle John,86.0
2020-2021,Sidnei Tavares,Sidnei Tavares,100.0
2020-2021,,Nathan Trott,
2020-2021,Nathan Aké,Nathan Broadhead,86.0
2020-2021,Nathan Broadhead,Nathan Broadhead,100.0
2020-2021,,Reece Hannam,
2020-2021,,Jakub Ojrzynski,
2020-2021,,Harry Tyrer,
2020-2021,,Liam Hughes,
2020-2021,,Shane Flynn,
2020-2021,Gaetano Berardi,Gaetano Berardi,100.0
2020-2021,Jaden Philogene Bidace,Jaden Philogene-Bidace,100.0
2020-2021,,Nathan Bishop,
2020-2021,,Thanawat Suengchitthawon,
2020-2021,,Isaac Price,
2020-2021,,Jesurun Rak-Sakyi,
2020-2021,,Reece Welch,
2020-2021,,Miguel Azeez,
2020-2021,,Crysencio Summerville,
2020-2021,,Sam Greenwood,
2020-2021,,Cody Drameh,
2020-2021,Fabio Carvalho,Fabio Carvalho,100.0
2020-2021,,Ben Woodburn,
2020-2021,,Valentino Livramento,
2020-2021,,Caleb Taylor,
2020-2021,,Billy Koumetio,
2020-2021,,Tawanda Maswanhise,
2020-2021,Charlie Taylor,Taylor Gardner-Hickman,86.0
2020-2021,Neil Taylor,Taylor Gardner-Hickman,86.0
2020-2021,Anthony Elanga,Anthony Elanga,100.0
2020-2021,Daniel Jebbison,Daniel Jebbison,100.0
2020-2021,Femi Seriki,Femi Seriki,100.0
2020-2021,Toby Alderweireld,Toby King,86.0
2020-2021,,Harry Boyes,
2020-2021,Hannibal Mejbri,Hannibal Mejbri,100.0
2020-2021,Tyrese Francois,Tyrese Francois,100.0
2020-2021,William Thomas Fish,William Fish,86.0
2020-2021,,Sylvester Jasper,
2020-2021,,William Osula,
2020-2021,Tim Ream,Tim Iroegbunam,86.0
2020-2021,,Nile John,
2021-2022,Eric Bailly,Eric Bailly,100.0
2021-2022,Keinan Davis,Keinan Davis,100.0
2021-2022,Dele Alli,Ayotomiwa Dele-Bashiru,86.0
2021-2022,Reece James,James Ward-Prowse,86.0
2021-2022,Danny Ward,James Ward-Prowse,86.0
2021-2022,Joel Ward,James Ward-Prowse,86.0
2021-2022,James Ward-Prowse,James Ward-Prowse,100.0
2021-2022,Miguel Almirón,Bruno Miguel Borges Fernandes,86.0
2021-2022,Bruno Fernandes,Bruno Miguel Borges Fernandes,86.0
2021-2022,Bruno Guimarães,Bruno Miguel Borges Fernandes,86.0
2021-2022,Miguel Almirón,Adrián San Miguel del Castillo,86.0
2021-2022,James McArthur,James McArthur,100.0
2021-2022,,Kwadwo Baah,
2021-2022,Paul Dummett,Paul Dummett,100.0
2021-2022,Jaïro Riedewald,Jairo Riedewald,93.0
2021-2022,Alexis Mac Allister,Alexis Mac Allister,100.0
2021-2022,,Alireza Jahanbakhsh,
2021-2022,Willy Boly,Willy Boly,100.0
2021-2022,Willy Caballero,Willy Boly,86.0
2021-2022,Diogo Dalot,José Diogo Dalot Teixeira,90.0
2021-2022,Diogo Jota,José Diogo Dalot Teixeira,86.0
2021-2022,José Sá,José Diogo Dalot Teixeira,86.0
2021-2022,Jeffrey Schlupp,Jeffrey Schlupp,100.0
2021-2022,Joshua King,Joshua King,100.0
2021-2022,David de Gea,Richarlison de Andrade,86.0
2021-2022,Richarlison,Richarlison de Andrade,90.0
2021-2022,,Jamal Baptiste,
2021-2022,Sam Byram,Sam Byram,100.0
2021-2022,Danny Rose,Danny Rose,100.0
2021-2022,Kevin De Bruyne,Ederson Santana de Moraes,86.0
2021-2022,Ederson,Ederson Santana de Moraes,90.0
2021-2022,David de Gea,Ederson Santana de Moraes,86.0
2021-2022,Wesley Moraes,Ederson Santana de Moraes,86.0
2021-2022,Liam Cooper,Liam Cooper,100.0
2021-2022,,Frédéric Guilbert,
2021-2022,Matt Targett,Matt Targett,100.0
2021-2022,Adama Traoré,Adama Traoré,100.0
2021-2022,Douglas Luiz,Jorge Luiz Frello Filho,86.0
2021-2022,Diogo Jota,Diogo Jota,100.0
2021-2022,İlkay Gündoğan,Ilkay Gündogan,93.0
2021-2022,Luke Shaw,Luke Shaw,100.0
2021-2022,Armando Broja,Armando Broja,100.0
2021-2022,,Stipe Perica,
2021-2022,Gabriel Dos Santos,Emerson Palmieri dos Santos,86.0
2021-2022,Emerson,Emerson Palmieri dos Santos,90.0
2021-2022,Emerson Palmieri,Emerson Palmieri dos Santos,90.0
2021-2022,Samir Santos,Emerson Palmieri dos Santos,86.0
2021-2022,Isaac Hayden,Isaac Success Ajayi,86.0
2021-2022,Isaac Price,Isaac Success Ajayi,86.0
2021-2022,Declan Rice,Declan Rice,100.0
2021-2022,Juan Mata,Juan Mata,100.0
2021-2022,Donny van de Beek,Hélder Wander Sousa de Azevedo e Costa,86.0
2021-2022,Hélder Costa,Hélder Wander Sousa de Azevedo e Costa,86.0
2021-2022,Kevin De Bruyne,Hélder Wander Sousa de Azevedo e Costa,86.0
2021-2022,,Robert Street,
2021-2022,Harvey Elliott,Harvey Elliott,100.0
2021-2022,,Mahmoud Ahmed Ibrahim Hassan,
2021-2022,Ashley Young,Ashley Young,100.0
2021-2022,Nathan Young-Coombes,Ashley Young,86.0
2021-2022,Hamza Choudhury,Hamza Choudhury,100.0
2021-2022,Christoph Zimmermann,Christoph Zimmermann,100.0
2021-2022,,Tammy Abraham,
2021-2022,Shane Duffy,Shane Duffy,100.0
2021-2022,Juraj Kucka,Juraj Kucka,100.0
2021-2022,André Gomes,André Filipe Tavares Gomes,86.0
2021-2022,Toti Gomes,André Filipe Tavares Gomes,86.0
2021-2022,Nuno Tavares,André Filipe Tavares Gomes,86.0
2021-2022,Reece James,Reece James,100.0
2021-2022,James Ward-Prowse,Reece James,86.0
2021-2022,Luke Cundle,Luke Cundle,100.0
2021-2022,Adam Forshaw,Adam Forshaw,100.0
2021-2022,Kepa Arrizabalaga,Kepa Arrizabalaga,100.0
2021-2022,Kortney Hause,Kortney Hause,100.0
2021-2022,Tyrone Mings,Tyrone Mings,100.0
2021-2022,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100.0
2021-2022,Jesse Lingard,Jesse Lingard,100.0
2021-2022,Billy Gilmour,Billy Gilmour,100.0
2021-2022,Jaden Philogene Bidace,Jaden Philogene-Bidace,100.0
2021-2022,Douglas Luiz,Fernando Luiz Rosa,86.0
2021-2022,,Björn Engels,
2021-2022,Tariqe Fosu,Tariqe Fosu-Henry,90.0
2021-2022,Rico Henry,Tariqe Fosu-Henry,86.0
2021-2022,Thomas Partey,Thomas Partey,100.0
2021-2022,,Karl Hein,
2021-2022,Kiko Femenía,Francisco Femenía Far,86.0
2021-2022,Raúl Jiménez,Raúl Jiménez,100.0
2021-2022,Sean Longstaff,Sean Longstaff,100.0
2021-2022,Boubakary Soumaré,Boubakary Soumaré,100.0
2021-2022,,Héctor Bellerín,
2021-2022,Emmanuel Dennis,Emmanuel Dennis,100.0
2021-2022,,Lucas Torreira,
2021-2022,Nampalys Mendy,Nampalys Mendy,100.0
2021-2022,Ryan Fraser,Ryan Fraser,100.0
2021-2022,Paul Pogba,Paul Pogba,100.0
2021-2022,Bertrand Traoré,Bertrand Traoré,100.0
2021-2022,Leandro Trossard,Leandro Trossard,100.0
2021-2022,Christian Nørgaard,Christian Nørgaard,100.0
2021-2022,Wesley Fofana,Wesley Fofana,100.0
2021-2022,Nemanja Matić,Nemanja Matic,92.0
2021-2022,Arthur Masuaku,Arthur Masuaku,100.0
2021-2022,,Bernard Anício Caldeira Duarte,
2021-2022,Brandon Williams,Brandon Williams,100.0
2021-2022,Kenny McLean,Kenny McLean,100.0
2021-2022,Jeremy Ngakia,Jeremy Ngakia,100.0
2021-2022,Sadio Mané,Sadio Mané,100.0
2021-2022,Eddie Nketiah,Edward Nketiah,81.0
2021-2022,Jakub Moder,Jakub Moder,100.0
2021-2022,Ben Davies,Ben Davies,100.0
2021-2022,Trevoh Chalobah,Trevoh Chalobah,100.0
2021-2022,Bali Mumba,Bali Mumba,100.0
2021-2022,Enock Mwepu,Enock Mwepu,100.0
2021-2022,Theo Walcott,Theo Walcott,100.0
2021-2022,Fabian Schär,Fabian Schär,100.0
2021-2022,Mateusz Klich,Mateusz Klich,100.0
2021-2022,Che Adams,Che Adams,100.0
