season,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicated
2016-2017,Jay Fulton,Jay Fulton,100,19.0,,
2016-2017,Ramiro Funes Mori,Ramiro Funes Mori,100,69.0,,
2016-2017,Manolo Gabbiadini,Manolo Gabbiadini,100,38.0,,
2016-2017,Brendan Galloway,Brendan Galloway,100,9.0,,
2016-2017,Idrissa Gana Gueye,Idrissa Gueye,95,80.0,,
2016-2017,Aleix García,Aleix García Serrano,90,4.0,,
2016-2017,Craig Gardner,Craig Gardner,100,14.0,,
2016-2017,David de Gea,David de Gea,100,136.0,,
2016-2017,Rudy Gestede,Rudy Gestede,100,21.0,,
2016-2017,Kieran Gibbs,Kieran Gibbs,100,45.0,,
2016-2017,Ben Gibson,Ben Gibson,100,121.0,,
2016-2017,Darron Gibson,Darron Gibson,100,17.0,,
2016-2017,Olivier Giroud,Olivier Giroud,100,116.0,,
2016-2017,Shay Given,Shay Given,100,13.0,,
2016-2017,Evandro Goebel,Evandro Goebel,100,18.0,,
2016-2017,Angel Gomes,Angel Gomes,100,1.0,,
2016-2017,Heurelho Gomes,Heurelho Gomes,100,113.0,,
2016-2017,Lynden Gooch,Lynden Gooch,100,12.0,,
2016-2017,Dan Gosling,Dan Gosling,100,49.0,,
2016-2017,Lewis Grabban,Lewis Grabban,100,6.0,,
2016-2017,Max Gradel,Max Gradel,100,8.0,,
2016-2017,Lee Grant,Lee Grant,100,106.0,,
2016-2017,Andre Gray,Andre Gray,100,108.0,,
2016-2017,Demarai Gray,Demarai Gray,100,58.0,,
2016-2017,Kamil Grosicki,Kamil Grosicki,100,43.0,,
2016-2017,Marko Grujić,Marko Grujic,92,4.0,,
2016-2017,Adlène Guedioura,Adlène Guédioura,94,26.0,,
2016-2017,İlkay Gündoğan,Ilkay Gündogan,93,41.0,,
2016-2017,Brad Guzan,Bradley Guzan,87,36.0,True,
2016-2017,Josh Harrop,Joshua Harrop,92,8.0,,
2016-2017,Eden Hazard,Eden Hazard,100,224.0,,
2016-2017,Tom Heaton,Tom Heaton,100,149.0,,
2016-2017,Jordan Henderson,Jordan Henderson,100,73.0,,
2016-2017,Jeff Hendrick,Jeff Hendrick,100,76.0,,
2016-2017,Wayne Hennessey,Wayne Hennessey,100,92.0,,
2016-2017,Markus Henriksen,Markus Henriksen,100,20.0,,
2016-2017,Abel Hernández,Abel Hernández,100,72.0,,
2016-2017,Luis Hernández,Luis Hernández,100,3.0,,
2016-2017,Ander Herrera,Ander Herrera,100,97.0,,
2016-2017,Son Heung-min,Heung-Min Son,95,174.0,,
2016-2017,Rob Holding,Rob Holding,100,32.0,,
2016-2017,José Holebas,José Holebas,100,87.0,,
2016-2017,Mason Holgate,Mason Holgate,100,54.0,,
2016-2017,George Honeyman,George Honeyman,100,7.0,,
2016-2017,Tom Huddlestone,Tom Huddlestone,100,62.0,,
2016-2017,James Husband,James Husband,100,0.0,,
2016-2017,Robert Huth,Robert Huth,100,88.0,,
2016-2017,Pierre Højbjerg,Pierre-Emile Højbjerg,95,38.0,,
2016-2017,Jordon Ibe,Jordon Ibe,100,36.0,,
2016-2017,Didier Ibrahim Ndong,Didier Ndong,86,67.0,True,
2016-2017,Zlatan Ibrahimović,Zlatan Ibrahimovic,94,163.0,,
2016-2017,Odion Ighalo,Odion Ighalo,100,39.0,,
2016-2017,Kelechi Iheanacho,Kelechi Iheanacho,100,52.0,,
2016-2017,Giannelli Imbula,Giannelli Imbula,100,24.0,,
2016-2017,Branislav Ivanović,Branislav Ivanovic,94,23.0,,
2016-2017,Alex Iwobi,Alex Iwobi,100,89.0,,
2016-2017,Phil Jagielka,Phil Jagielka,100,104.0,,
2016-2017,Eldin Jakupović,Eldin Jakupovic,93,86.0,,
2016-2017,Matty James,Matty James,100,1.0,,
2016-2017,Daryl Janmaat,Daryl Janmaat,100,50.0,,
2016-2017,Vincent Janssen,Vincent Janssen,100,55.0,,
2016-2017,Adnan Januzaj,Adnan Januzaj,100,49.0,,
2016-2017,Mile Jedinak,Mile Jedinak,100,2.0,,
2016-2017,Carl Jenkinson,Carl Jenkinson,100,2.0,,
2016-2017,Gabriel Jesus,Gabriel Fernando de Jesus,100,67.0,,
2016-2017,Glen Johnson,Glen Johnson,100,56.0,,
2016-2017,Billy Jones,Billy Jones,100,56.0,,
2016-2017,David Jones,David Jones,100,1.0,,
2016-2017,Phil Jones,Phil Jones,100,55.0,,
2016-2017,Lukas Jutkiewicz,Lukas Jutkiewicz,100,2.0,,
2016-2017,Christian Kabasele,Christian Kabasele,100,35.0,,
2016-2017,Younès Kaboul,Younes Kaboul,92,57.0,,
2016-2017,Sullay Kaikai,Sullay Kaikai,100,1.0,,
2016-2017,Harry Kane,Harry Kane,100,224.0,,
2016-2017,N'Golo Kanté,N'Golo Kanté,100,83.0,,
2016-2017,Loris Karius,Loris Karius,100,32.0,,
2016-2017,Michael Keane,Michael Keane,100,113.0,,
2016-2017,Will Keane,Will Keane,100,8.0,,
2016-2017,Martin Kelly,Martin Kelly,100,46.0,,
2016-2017,Kenedy,Robert Kenedy Nunes do Nascimento,90,3.0,,
2016-2017,Jonjoe Kenny,Jonjoe Kenny,100,1.0,,
2016-2017,Wahbi Khazri,Wahbi Khazri,100,31.0,,
2016-2017,Michael Kightly,Michael Kightly,100,6.0,,
2016-2017,Andy King,Andy King,100,41.0,,
2016-2017,Joshua King,Joshua King,100,178.0,,
2016-2017,Stephen Kingsley,Stephen Kingsley,100,29.0,,
2016-2017,Jan Kirchhoff,Jan Kirchhoff,100,12.0,,
2016-2017,Ragnar Klavan,Ragnar Klavan,100,43.0,,
2016-2017,Aleksandar Kolarov,Aleksandar Kolarov,100,95.0,,
2016-2017,Vincent Kompany,Vincent Kompany,100,57.0,,
2016-2017,Arouna Koné,Arouna Koné,100,6.0,,
2016-2017,Lamine Koné,Lamine Koné,100,69.0,,
2016-2017,Laurent Koscielny,Laurent Koscielny,100,121.0,,
2016-2017,Cheikhou Kouyaté,Cheikhou Kouyaté,100,79.0,,
2016-2017,Bojan Krkić,Bojan Krkic,91,30.0,,
2016-2017,Adam Lallana,Adam Lallana,100,139.0,,
2016-2017,Rickie Lambert,Rickie Lambert,100,1.0,,
2016-2017,Érik Lamela,Erik Lamela,91,28.0,,
2016-2017,Manuel Lanzini,Manuel Lanzini,100,133.0,,
2016-2017,Seb Larsson,Sebastian Larsson,86,40.0,True,
2016-2017,Grant Leadbitter,Grant Leadbitter,100,28.0,,
2016-2017,Joe Ledley,Joe Ledley,100,40.0,,
2016-2017,Lucas Leiva,Leiva Lucas,95,47.0,,
2016-2017,Jonathan Leko,Jonathan Leko,100,12.0,,
2016-2017,Aaron Lennon,Aaron Lennon,100,22.0,,
2016-2017,Jeremain Lens,Jeremain Lens,100,2.0,,
2016-2017,Joleon Lescott,Joleon Lescott,100,1.0,,
2016-2017,Filip Lesniak,Filip Lesniak,100,4.0,,
2016-2017,Jesse Lingard,Jesse Lingard,100,60.0,,
2016-2017,Jake Livermore,Jake Livermore,100,77.0,,
2016-2017,Fernando Llorente,Fernando Llorente,100,146.0,,
2016-2017,Hugo Lloris,Hugo Lloris,100,143.0,,
2016-2017,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100,6.0,,
2016-2017,Kevin Long,Kevin Long,100,3.0,,
2016-2017,Shane Long,Shane Long,100,57.0,,
2016-2017,Ademola Lookman,Ademola Lookman,100,16.0,,
2016-2017,Donald Love,Donald Love,100,21.0,,
2016-2017,Dejan Lovren,Dejan Lovren,100,106.0,,
2016-2017,Matthew Lowton,Matthew Lowton,100,90.0,,
2016-2017,David Luiz,David Luiz Moreira Marinho,90,132.0,,
2016-2017,Romelu Lukaku,Romelu Lukaku,100,221.0,,
2016-2017,Harry Maguire,Harry Maguire,100,71.0,,
2016-2017,Riyad Mahrez,Riyad Mahrez,100,120.0,,
2016-2017,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100,1.0,,
2016-2017,Shaun Maloney,Shaun Maloney,100,24.0,,
2016-2017,Steve Mandanda,Steve Mandanda,100,19.0,,
2016-2017,Sadio Mané,Sadio Mané,100,156.0,,
2016-2017,Vito Mannone,Vito Mannone,100,34.0,,
2016-2017,Javier Manquillo,Javier Manquillo,100,38.0,,
2016-2017,Adrian Mariappa,Adrian Mariappa,100,15.0,,
2016-2017,Lazar Marković,Lazar Markovic,93,37.0,,
2016-2017,Dean Marney,Dean Marney,100,51.0,,
2016-2017,David Marshall,David Marshall,100,32.0,,
2016-2017,Anthony Martial,Anthony Martial,100,95.0,,
2016-2017,Cuco Martina,Cuco Martina,100,31.0,,
2016-2017,Emiliano Martínez,Damian Emiliano Martinez,78,8.0,True,
2016-2017,Bruno Martins Indi,Bruno Martins Indi,100,106.0,,
2016-2017,Brandon Mason,Brandon Mason,100,1.0,,
2016-2017,Ryan Mason,Ryan Mason,100,26.0,,
2016-2017,Arthur Masuaku,Arthur Masuaku,100,34.0,,
2016-2017,Juan Mata,Juan Mata,100,102.0,,
2016-2017,Nemanja Matić,Nemanja Matic,92,105.0,,
2016-2017,Joël Matip,Joel Matip,90,97.0,,
2016-2017,Alfie Mawson,Alfie Mawson,100,94.0,,
2016-2017,Dieumerci Mbokani,Dieumerci Mbokani,100,27.0,,
2016-2017,James McArthur,James McArthur,100,93.0,,
2016-2017,Gareth McAuley,Gareth McAuley,100,131.0,,
2016-2017,Oliver McBurnie,Oliver McBurnie,100,5.0,,
2016-2017,James McCarthy,James McCarthy,100,23.0,,
2016-2017,James McClean,James McClean,100,52.0,,
2016-2017,Paddy McNair,Patrick McNair,69,12.0,True,
2016-2017,Sam McQueen,Sam McQueen,100,23.0,,
2016-2017,Scott McTominay,Scott McTominay,100,3.0,,
2016-2017,Ben Mee,Ben Mee,100,94.0,,
2016-2017,Memphis,Memphis Depay,90,3.0,,
2016-2017,Nampalys Mendy,Nampalys Mendy,100,6.0,,
2016-2017,Per Mertesacker,Per Mertesacker,100,1.0,,
2016-2017,David Meyler,David Meyler,100,33.0,,
2016-2017,Simon Mignolet,Simon Mignolet,100,110.0,,
2016-2017,Luka Milivojević,Luka Milivojevic,94,42.0,,
2016-2017,James Milner,James Milner,100,139.0,,
2016-2017,Tyrone Mings,Tyrone Mings,100,4.0,,
2016-2017,Kevin Mirallas,Kevin Mirallas,100,119.0,,
2016-2017,Demetri Mitchell,Demetri Mitchell,100,8.0,,
2016-2017,Henrikh Mkhitaryan,Henrikh Mkhitaryan,100,73.0,,
2016-2017,Nacho Monreal,Nacho Monreal,100,115.0,,
2016-2017,Jefferson Montero,Jefferson Montero,100,18.0,,
2016-2017,Alberto Moreno,Alberto Moreno,100,15.0,,
2016-2017,Wes Morgan,Wes Morgan,100,63.0,,
2016-2017,James Morrison,James Morrison,100,84.0,,
2016-2017,Victor Moses,Victor Moses,100,105.0,,
2016-2017,Lys Mousset,Lys Mousset,100,14.0,,
2016-2017,Marc Muniesa,Marc Muniesa,100,34.0,,
2016-2017,Ahmed Musa,Ahmed Musa,100,39.0,,
2016-2017,Shkodran Mustafi,Shkodran Mustafi,100,90.0,,
2016-2017,Jordon Mutch,Jordon Mutch,100,4.0,,
2016-2017,Alfred N'Diaye,Alfred N'Diaye,100,34.0,,
2016-2017,Georges-Kévin N'Koudou,Georges-Kévin Nkoudou,98,8.0,,
2016-2017,Luciano Narsingh,Luciano Narsingh,100,25.0,,
2016-2017,Samir Nasri,Samir Nasri,100,1.0,,
2016-2017,Kyle Naughton,Kyle Naughton,100,82.0,,
2016-2017,Jesús Navas,Jesús Navas,100,48.0,,
2016-2017,Wilfred Ndidi,Wilfred Ndidi,100,59.0,,
2016-2017,Álvaro Negredo,Álvaro Negredo,100,130.0,,
2016-2017,Julien Ngoy,Julien Ngoy,100,5.0,,
2016-2017,M'Baye Niang,M'Baye Niang,100,49.0,,
2016-2017,Oumar Niasse,Oumar Niasse,100,44.0,,
2016-2017,Mark Noble,Mark Noble,100,71.0,,
2016-2017,Nolito,Manuel Agudo Durán,100,54.0,,
2016-2017,Kristoffer Nordfeldt,Kristoffer Nordfeldt,100,3.0,,
2016-2017,Håvard Nordtveit,Håvard Nordtveit,100,31.0,,
2016-2017,Emilio Nsue,Emilio Nsue Lopez,90,10.0,,
2016-2017,David Nugent,David Nugent,100,4.0,,
2016-2017,Allan Nyom,Allan-Roméo Nyom,86,74.0,True,
2016-2017,Aiden O'Neill,Aiden O'Neill,100,3.0,,
2016-2017,John O'Shea,John O'Shea,100,47.0,,
2016-2017,Pedro Obiang,Pedro Obiang,100,55.0,,
2016-2017,Angelo Ogbonna,Angelo Ogbonna,100,45.0,,
2016-2017,Stefano Okaka,Stefano Okaka,100,43.0,,
2016-2017,Shinji Okazaki,Shinji Okazaki,100,63.0,,
2016-2017,Jonas Olsson,Jonas Olsson,100,8.0,,
2016-2017,Martin Olsson,Martin Olsson,100,52.0,,
2016-2017,Josh Onomah,Joshua Onomah,92,5.0,,
2016-2017,Divock Origi,Divock Origi,100,96.0,,
2016-2017,Oscar,Oscar dos Santos Emboaba Junior,90,17.0,,
2016-2017,David Ospina,David Ospina,100,2.0,,
2016-2017,Nicolás Otamendi,Nicolás Otamendi,100,100.0,,
2016-2017,Bryan Oviedo,Bryan Oviedo,100,29.0,,
2016-2017,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,100,83.0,,
2016-2017,Mesut Özil,Mesut Özil,100,167.0,,
2016-2017,Costel Pantilimon,Costel Pantilimon,100,2.0,,
2016-2017,Gabriel Paulista,Gabriel Armando de Abreu,100,45.0,,
2016-2017,Dimitri Payet,Dimitri Payet,100,81.0,,
2016-2017,Pedro,Pedro Rodríguez Ledesma,100,162.0,,
2016-2017,Matthew Pennington,Matthew Pennington,100,9.0,,
2016-2017,Dion Pereira,Dion Pereira,100,2.0,,
2016-2017,Roberto Pereyra,Roberto Pereyra,100,43.0,,
2016-2017,Lucas Pérez,Lucas Pérez,100,20.0,,
2016-2017,Matt Phillips,Matt Phillips,100,115.0,,
2016-2017,Jordan Pickford,Jordan Pickford,100,102.0,,
2016-2017,Jérémy Pied,Jérémy Pied,100,5.0,,
2016-2017,Steven Pienaar,Steven Pienaar,100,15.0,,
2016-2017,Erik Pieters,Erik Pieters,100,103.0,,
2016-2017,Paul Pogba,Paul Pogba,100,115.0,,
2016-2017,Sebastian Prödl,Sebastian Prödl,100,67.0,,
2016-2017,Marc Pugh,Marc Pugh,100,64.0,,
2016-2017,Jason Puncheon,Jason Puncheon,100,92.0,,
2016-2017,Gastón Ramírez,Gastón Ramírez,100,59.0,,
2016-2017,Aaron Ramsey,Aaron Ramsey,100,56.0,,
2016-2017,Darren Randolph,Darren Randolph,100,69.0,,
2016-2017,Àngel Rangel,Angel Rangel,92,26.0,,
2016-2017,Andrea Ranocchia,Andrea Ranocchia,100,55.0,,
2016-2017,Marcus Rashford,Marcus Rashford,100,76.0,,
2016-2017,Nathan Redmond,Nathan Redmond,100,126.0,,
2016-2017,Harrison Reed,Harrison Reed,100,3.0,,
2016-2017,Winston Reid,Winston Reid,100,102.0,,
2016-2017,Loïc Rémy,Loïc Remy,89,6.0,True,
2016-2017,Jordan Rhodes,Jordan Rhodes,100,8.0,,
2016-2017,Declan Rice,Declan Rice,100,1.0,,
2016-2017,Andrew Robertson,Andrew Robertson,100,73.0,,
2016-2017,Paul Robinson,Paul Robinson,100,5.0,,
2016-2017,Joel Robles,Joel Robles,100,89.0,,
2016-2017,Hal Robson-Kanu,Hal Robson-Kanu,100,52.0,,
2016-2017,Jay Rodriguez,Jay Rodriguez,100,73.0,,
2016-2017,Jack Rodwell,Jack Rodwell,100,38.0,,
2016-2017,Marcos Rojo,Marcos Rojo,100,77.0,,
2016-2017,Sergio Romero,Sergio Romero,100,23.0,,
2016-2017,Oriol Romeu,Oriol Romeu Vidal,90,80.0,,
2016-2017,Salomón Rondón,Salomón Rondón,100,118.0,,
2016-2017,Marten de Roon,Marten de Roon,100,91.0,,
2016-2017,Wayne Rooney,Wayne Rooney,100,76.0,,
2016-2017,Danny Rose,Danny Rose,100,84.0,,
2016-2017,Wayne Routledge,Wayne Routledge,100,74.0,,
2016-2017,Bacary Sagna,Bacary Sagna,100,55.0,,
2016-2017,Diafra Sakho,Diafra Sakho,100,12.0,,
2016-2017,Mamadou Sakho,Mamadou Sakho,100,35.0,,
2016-2017,Bakary Sako,Bakary Sako,100,7.0,,
2016-2017,Alexis Sánchez,Alexis Sánchez,100,264.0,,
2016-2017,Leroy Sané,Leroy Sané,100,105.0,,
2016-2017,Jeffrey Schlupp,Jeffrey Schlupp,100,47.0,,
2016-2017,Kasper Schmeichel,Kasper Schmeichel,100,109.0,,
2016-2017,Morgan Schneiderlin,Morgan Schneiderlin,100,37.0,,
2016-2017,Xherdan Shaqiri,Xherdan Shaqiri,100,80.0,,
2016-2017,Luke Shaw,Luke Shaw,100,45.0,,
2016-2017,Ryan Shawcross,Ryan Shawcross,100,94.0,,
2016-2017,Gylfi Sigurðsson,Gylfi Sigurdsson,94,181.0,,
2016-2017,David Silva,David Silva,100,130.0,,
2016-2017,Danny Simpson,Danny Simpson,100,85.0,,
2016-2017,Josh Sims,Joshua Sims,90,12.0,,
2016-2017,Jerome Sinclair,Jerome Sinclair,100,6.0,,
2016-2017,Moussa Sissoko,Moussa Sissoko,100,43.0,,
2016-2017,Islam Slimani,Islam Slimani,100,83.0,,
2016-2017,Chris Smalling,Chris Smalling,100,52.0,,
2016-2017,Adam Smith,Adam Smith,100,104.0,,
2016-2017,Brad Smith,Bradley Smith,87,4.0,True,
2016-2017,Robert Snodgrass,Robert Snodgrass,100,133.0,,
2016-2017,Cédric Soares,Cédric Soares,100,102.0,,
2016-2017,Ramadan Sobhi,Ramadan Sobhi,100,36.0,,
2016-2017,Pape Souaré,Pape Souaré,100,6.0,,
2016-2017,Junior Stanislas,Junior Stanislas,100,107.0,,
2016-2017,Maarten Stekelenburg,Maarten Stekelenburg,100,68.0,,
2016-2017,Jack Stephens,Jack Stephens,100,60.0,,
2016-2017,Raheem Sterling,Raheem Sterling,100,149.0,,
2016-2017,Kevin Stewart,Kevin Stewart,100,4.0,,
2016-2017,John Stones,John Stones,100,59.0,,
2016-2017,Cristhian Stuani,Cristhian Stuani,100,54.0,,
2016-2017,Daniel Sturridge,Daniel Sturridge,100,54.0,,
2016-2017,Isaac Success,Isaac Success,100,28.0,,
2016-2017,Ki Sung-yueng,Sung-yueng Ki,95,41.0,,
2016-2017,Andrew Surman,Andrew Surman,100,44.0,,
2016-2017,Dušan Tadić,Dusan Tadic,82,108.0,True,
2016-2017,Matt Targett,Matt Targett,100,12.0,,
2016-2017,James Tarkowski,James Tarkowski,100,23.0,,
2016-2017,Neil Taylor,Neil Taylor,100,22.0,,
2016-2017,John Terry,John Terry,100,21.0,,
2016-2017,James Tomkins,James Tomkins,100,75.0,,
2016-2017,Gökhan Töre,Gökhan Töre,100,10.0,,
2016-2017,Yaya Touré,Gnegneri Yaya Touré,90,86.0,,
2016-2017,Andros Townsend,Andros Townsend,100,116.0,,
2016-2017,Adama Traoré,Adama Traoré,100,52.0,,
2016-2017,Kieran Trippier,Kieran Trippier,100,51.0,,
2016-2017,Axel Tuanzebe,Axel Tuanzebe,100,14.0,,
2016-2017,Josh Tymon,Josh Tymon,100,9.0,,
2016-2017,Leonardo Ulloa,Leonardo Ulloa,100,24.0,,
2016-2017,Víctor Valdés,Víctor Valdés,100,102.0,,
2016-2017,Antonio Valencia,Antonio Valencia,100,120.0,,
2016-2017,Enner Valencia,Enner Valencia,100,54.0,,
2016-2017,Virgil van Dijk,Virgil van Dijk,100,75.0,,
2016-2017,Jamie Vardy,Jamie Vardy,100,161.0,,
2016-2017,Jan Vertonghen,Jan Vertonghen,100,126.0,,
2016-2017,Sam Vokes,Sam Vokes,100,121.0,,
2016-2017,Michel Vorm,Michel Vorm,100,17.0,,
2016-2017,Matěj Vydra,Matej Vydra,91,1.0,,
2016-2017,Theo Walcott,Theo Walcott,100,122.0,,
2016-2017,Kyle Walker,Kyle Walker,100,142.0,,
2016-2017,Jonathan Walters,Jonathan Walters,100,72.0,,
2016-2017,Victor Wanyama,Victor Wanyama,100,103.0,,
2016-2017,Joel Ward,Joel Ward,100,86.0,,
2016-2017,Stephen Ward,Stephen Ward,100,91.0,,
2016-2017,James Ward-Prowse,James Ward-Prowse,100,92.0,,
2016-2017,Marcin Wasilewski,Marcin Wasilewski,100,1.0,,
2016-2017,Duncan Watmore,Duncan Watmore,100,43.0,,
2016-2017,Ben Watson,Ben Watson,100,1.0,,
2016-2017,Danny Welbeck,Danny Welbeck,100,37.0,,
2016-2017,Ashley Westwood,Ashley Westwood,100,13.0,,
2016-2017,Glenn Whelan,Glenn Whelan,100,62.0,,
2016-2017,Connor Wickham,Connor Wickham,100,18.0,,
2016-2017,Georginio Wijnaldum,Georginio Wijnaldum,100,149.0,,
2016-2017,Ashley Williams,Ashley Williams,100,127.0,,
2016-2017,Willian,Willian Borges Da Silva,90,114.0,,
2016-2017,Jack Wilshere,Jack Wilshere,100,61.0,,
2016-2017,Callum Wilson,Callum Wilson,100,63.0,,
2016-2017,Marc Wilson,Marc Wilson,100,0.0,,
2016-2017,Kevin Wimmer,Kevin Wimmer,100,2.0,,
2016-2017,Harry Winks,Harry Winks,100,30.0,,
2016-2017,Philipp Wollscheid,Philipp Wollscheid,100,1.0,,
2016-2017,Ben Woodburn,Ben Woodburn,100,5.0,,
2016-2017,Matt Worthington,Matthew Worthington,91,1.0,,
2016-2017,Granit Xhaka,Granit Xhaka,100,85.0,,
2016-2017,Claudio Yacob,Claudio Yacob,100,54.0,,
2016-2017,Maya Yoshida,Maya Yoshida,100,78.0,,
2016-2017,Ashley Young,Ashley Young,100,26.0,,
2016-2017,Pablo Zabaleta,Pablo Zabaleta,100,45.0,,
2016-2017,Wilfried Zaha,Wilfried Zaha,100,149.0,,
2016-2017,Mauro Zárate,Mauro Zárate,100,8.0,,
2016-2017,Simone Zaza,Simone Zaza,100,10.0,,
2016-2017,Ron-Robert Zieler,Ron-Robert Zieler,100,17.0,,
2016-2017,Kurt Zouma,Kurt Zouma,100,15.0,,
2016-2017,Juan Zúñiga,Juan Zuñiga,91,38.0,,
2015-2016,Patrick van Aanholt,,,,,
2015-2016,Rolando Aarons,,,,,
2015-2016,Almen Abdi,,,,,
2015-2016,Tammy Abraham,,,,,
2015-2016,Charlie Adam,,,,,
2015-2016,Emmanuel Adebayor,,,,,
2015-2016,Ibrahim Afellay,,,,,
2015-2016,Benik Afobe,,,,,
2015-2016,Gabby Agbonlahor,,,,,
2015-2016,Sergio Agüero,,,,,
2015-2016,Nathan Aké,,,,,
2015-2016,Marc Albrighton,,,,,
2015-2016,Toby Alderweireld,,,,,
2015-2016,Joe Allen,,,,,
2015-2016,Dele Alli,,,,,
2015-2016,Ryan Allsop,,,,,
2015-2016,Daniel Amartey,,,,,
2015-2016,Jordi Amat,,,,,
2015-2016,Jordan Amavi,,,,,
2015-2016,Nordin Amrabat,,,,,
2015-2016,José Ángel Crespo,,,,,
2015-2016,Victor Anichebe,,,,,
2015-2016,Vurnon Anita,,,,,
2015-2016,Michail Antonio,,,,,
2015-2016,Ikechi Anya,,,,,
2015-2016,Giedrius Arlauskis,,,,,
2015-2016,Marko Arnautović,,,,,
2015-2016,Harry Arter,,,,,
2015-2016,Mikel Arteta,,,,,
2015-2016,Charlie Austin,,,,,
2015-2016,André Ayew,,,,,
2015-2016,Jordan Ayew,,,,,
2015-2016,César Azpilicueta,,,,,
2015-2016,Leandro Bacuna,,,,,
2015-2016,Leighton Baines,,,,,
2015-2016,Patrick Bamford,,,,,
2015-2016,Phil Bardsley,,,,,
2015-2016,Ross Barkley,,,,,
2015-2016,Modou Barrow,,,,,
2015-2016,Gareth Barry,,,,,
2015-2016,Kyle Bartley,,,,,
2015-2016,Sébastien Bassong,,,,,
2015-2016,Asmir Begović,,,,,
2015-2016,Valon Behrami,,,,,
2015-2016,Héctor Bellerín,,,,,
2015-2016,Yohan Benalouane,,,,,
2015-2016,Ryan Bennett,,,,,
2015-2016,Nabil Bentaleb,,,,,
2015-2016,Christian Benteke,,,,,
2015-2016,Saido Berahino,,,,,
2015-2016,Steven Berghuis,,,,,
2015-2016,Ryan Bertrand,,,,,
2015-2016,Muhamed Bešić,,,,,
2015-2016,Mame Biram Diouf,,,,,
2015-2016,Daley Blind,,,,,
2015-2016,Hiram Boateng,,,,,
2015-2016,Ádám Bogdán,,,,,
2015-2016,Yannick Bolasie,,,,,
2015-2016,Wilfried Bony,,,,,
2015-2016,Fabio Borini,,,,,
2015-2016,Cameron Borthwick-Jackson,,,,,
2015-2016,Artur Boruc,,,,,
2015-2016,Robbie Brady,,,,,
2015-2016,Cameron Brannagan,,,,,
2015-2016,Miguel Britos,,,,,
2015-2016,Leon Britton,,,,,
2015-2016,Wes Brown,,,,,
2015-2016,Tyias Browning,,,,,
2015-2016,Chris Brunt,,,,,
2015-2016,Mark Bunn,,,,,
2015-2016,Jack Butland,,,,,
2015-2016,Sam Byram,,,,,
2015-2016,Willy Caballero,,,,,
2015-2016,Yohan Cabaye,,,,,
2015-2016,Gary Cahill,,,,,
2015-2016,Geoff Cameron,,,,,
2015-2016,Fraizer Campbell,,,,,
2015-2016,Joel Campbell,,,,,
2015-2016,Emre Can,,,,,
2015-2016,Sergi Canós,,,,,
2015-2016,Étienne Capoue,,,,,
2015-2016,Juan Carlos Paredes,,,,,
2015-2016,João Carlos Teixeira,,,,,
2015-2016,Michael Carrick,,,,,
2015-2016,Andy Carroll,,,,,
2015-2016,Tom Carroll,,,,,
2015-2016,Craig Cathcart,,,,,
2015-2016,Lee Cattermole,,,,,
2015-2016,Steven Caulker,,,,,
2015-2016,Santi Cazorla,,,,,
2015-2016,Petr Čech,,,,,
2015-2016,Bersant Celina,,,,,
2015-2016,Nacer Chadli,,,,,
2015-2016,Marouane Chamakh,,,,,
2015-2016,Calum Chambers,,,,,
2015-2016,James Chester,,,,,
2015-2016,Pedro Chirivella,,,,,
2015-2016,Lee Chung-yong,,,,,
2015-2016,Papiss Cissé,,,,,
2015-2016,Aly Cissokho,,,,,
2015-2016,Ciaran Clark,,,,,
2015-2016,Jake Clarke-Salter,,,,,
2015-2016,Jordy Clasie,,,,,
2015-2016,Tom Cleverley,,,,,
2015-2016,Gaël Clichy,,,,,
2015-2016,Nathaniel Clyne,,,,,
2015-2016,Sebastián Coates,,,,,
2015-2016,Jack Colback,,,,,
2015-2016,Séamus Coleman,,,,,
2015-2016,James Collins,,,,,
2015-2016,Fabricio Coloccini,,,,,
2015-2016,Callum Connolly,,,,,
2015-2016,Steve Cook,,,,,
2015-2016,Francis Coquelin,,,,,
2015-2016,Jack Cork,,,,,
2015-2016,Thibaut Courtois,,,,,
2015-2016,Philippe Coutinho,,,,,
2015-2016,Aaron Cresswell,,,,,
2015-2016,Peter Crouch,,,,,
2015-2016,Juan Cuadrado,,,,,
2015-2016,Josh Cullen,,,,,
2015-2016,Charlie Daniels,,,,,
2015-2016,Scott Dann,,,,,
2015-2016,Karl Darlow,,,,,
2015-2016,Matteo Darmian,,,,,
2015-2016,Ben Davies,,,,,
2015-2016,Tom Davies,,,,,
2015-2016,Kelvin Davis,,,,,
2015-2016,Steven Davis,,,,,
2015-2016,Craig Dawson,,,,,
2015-2016,Kevin De Bruyne,,,,,
2015-2016,Ritchie De Laet,,,,,
2015-2016,Mathieu Debuchy,,,,,
2015-2016,Troy Deeney,,,,,
2015-2016,Jermain Defoe,,,,,
2015-2016,Damien Delaney,,,,,
2015-2016,Fabian Delph,,,,,
2015-2016,Mousa Dembélé,,,,,
2015-2016,Martín Demichelis,,,,,
2015-2016,Gerard Deulofeu,,,,,
2015-2016,Alessandro Diamanti,,,,,
2015-2016,Eric Dier,,,,,
